auc_pr,mcc,f1,brier,model,experiment
0.8990498549261036,0.48157550240405744,0.7612807215299243,0.17806987209209316,RF,Cross-Project
0.8881165324031127,0.4179932314705294,0.7493708190125642,0.23670743011476336,XGB,Cross-Project
0.8816642412206582,0.40958542071907456,0.7001229768823816,0.21632706889898612,LR,Cross-Project
