auc_pr,mcc,f1,brier,model,experiment
0.8830583130135621,0.7212108139832383,0.8129735851460982,0.09477020807603312,RF,Within-Project
0.8827879286317204,0.707086595376033,0.8051787115967185,0.10628106346996738,XGB,Within-Project
0.7203355634408466,0.48610831205443195,0.6548598339299672,0.16825595508195518,LR,Within-Project
0.8271297859038196,0.6564591088879734,0.7720024272769038,0.1234770544773141,Feedforward NN,Within-Project
