auc_pr,mcc,f1,brier,category
0.8751448018117486,0.48522261409144063,0.8379089613753283,0.15632356251700744,Product
0.9755408785692137,0.754237724043036,0.9166228132918978,0.07972369134200377,Process
0.7682368362276409,0.14063914768557909,0.7815549947884521,0.2122741947075515,Structural
0.726622150373897,-0.01985754382385276,0.7931899659754001,0.21390477743629174,Semantic
0.7583942812650178,0.1451799678480504,0.7810051438055214,0.21549173987931286,IaC
0.977716162437012,0.767923925499315,0.9215290797473752,0.07668311578947369,All Combined
