loc,blank_lines,comment_lines,avg_line_length,max_nesting_depth,num_keys,file_size_bytes,token_count,num_commits,num_authors,file_age_days,last_modified_days,edit_frequency,is_recently_active,stability_score,churn_total,churn_avg,loc_growth_rate,churn_volatility,num_resources,num_variables,num_dependencies,num_modules,dependency_ratio,has_hardcoded_secret,has_version_pinning,uses_latest_tag,num_anti_patterns,has_error_handling,has_idempotency_check,has_privilege_escalation,template_complexity,num_conditionals,num_loops,repo,tool,filepath,is_defect
15,4,4,32.68421052631579,9,6,641,64,2,2,1177,128,0.05097706032285471,0,1048,3.0,1.5,0.012744265080713678,0.75,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/apparmor.yml,0
15,4,4,31.94736842105263,9,6,626,64,9,2,3136,128,0.08609693877551021,0,2156,13.5,1.5,0.0047831632653061226,0.75,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/apt.yml,1
44,10,3,33.31481481481482,9,20,1853,158,17,4,3136,128,0.16262755102040816,0,2156,74.8,4.3999999999999995,0.01403061224489796,2.1999999999999997,1,10,0,0,0.0,0,0,0,0,0,0,0,10,0,0,debops/debops,ansible,ansible/playbooks/service/apt_cacher_ng.yml,1
19,5,4,34.125,9,8,843,76,10,2,3136,128,0.09566326530612244,0,2156,19.0,1.9,0.006058673469387755,0.95,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/apt_install.yml,1
14,4,3,32.22222222222222,9,6,598,55,8,2,3136,128,0.07653061224489796,0,2156,11.200000000000001,1.4000000000000001,0.004464285714285714,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/apt_listchanges.yml,1
14,4,3,30.5,9,6,567,57,8,2,3010,128,0.079734219269103,0,2156,11.200000000000001,1.4000000000000001,0.004651162790697674,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/apt_mark.yml,1
36,9,3,31.4,9,17,1458,127,2,2,1116,128,0.05376344086021505,0,987,7.2,3.6,0.03225806451612903,1.8,1,6,0,0,0.0,0,0,0,0,0,0,0,6,0,0,debops/debops,ansible,ansible/playbooks/service/apt_mirror.yml,0
15,4,4,34.0,9,6,665,63,9,2,3136,128,0.08609693877551021,0,2156,13.5,1.5,0.0047831632653061226,0.75,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/apt_preferences.yml,1
15,4,4,32.578947368421055,9,6,638,63,8,2,3136,128,0.07653061224489796,0,2156,12.0,1.5,0.0047831632653061226,0.75,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/apt_proxy.yml,1
14,4,3,29.666666666666668,9,6,552,56,9,2,3136,128,0.08609693877551021,0,2156,12.600000000000001,1.4000000000000001,0.004464285714285714,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/atd.yml,1
14,4,3,31.11111111111111,9,6,578,57,9,2,3136,128,0.08609693877551021,0,2156,12.600000000000001,1.4000000000000001,0.004464285714285714,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/auth.yml,1
14,4,3,32.611111111111114,9,6,605,57,8,2,3136,128,0.07653061224489796,0,2156,11.200000000000001,1.4000000000000001,0.004464285714285714,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/authorized_keys.yml,1
26,7,3,29.636363636363637,9,12,1011,95,13,3,3136,128,0.12436224489795919,0,2156,33.800000000000004,2.6000000000000005,0.008290816326530613,1.3000000000000003,1,3,0,0,0.0,0,0,0,0,0,0,0,3,0,0,debops/debops,ansible,ansible/playbooks/service/avahi.yml,1
14,4,3,30.166666666666668,9,6,561,55,9,2,3011,128,0.08967120557954168,0,2156,12.600000000000001,1.4000000000000001,0.004649618067087346,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/backup2l.yml,1
47,10,6,32.19298245614035,9,19,1893,187,2,2,1177,128,0.05097706032285471,0,1048,9.4,4.7,0.03993203058623619,2.35,1,6,0,0,0.0,0,0,0,0,0,0,0,6,2,0,debops/debops,ansible,ansible/playbooks/service/bind.yml,0
105,30,3,34.355555555555554,9,79,4773,377,11,2,3136,128,0.10522959183673469,0,1347,115.5,10.5,0.033482142857142856,5.25,10,39,0,0,0.0,0,1,0,0,0,0,0,42,3,0,debops/debops,ansible,ansible/playbooks/service/boxbackup.yml,1
14,4,3,31.166666666666668,9,6,579,56,9,2,3136,128,0.08609693877551021,0,2156,12.600000000000001,1.4000000000000001,0.004464285714285714,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/console.yml,1
30,8,3,33.21052631578947,9,14,1300,114,2,2,2177,128,0.02756086357372531,0,2048,6.0,3.0,0.013780431786862656,1.5,1,4,0,0,0.0,0,0,0,0,0,0,0,4,0,0,debops/debops,ansible,ansible/playbooks/service/controller.yml,0
16,4,3,30.1,9,7,622,59,9,2,3136,128,0.08609693877551021,0,1778,14.4,1.6,0.00510204081632653,0.8,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/core.yml,1
26,7,3,30.90909090909091,9,13,1053,100,14,4,3136,128,0.13392857142857142,0,1325,36.4,2.6,0.008290816326530613,1.3,1,2,0,0,0.0,0,0,0,0,0,0,0,2,1,0,debops/debops,ansible,ansible/playbooks/service/cran.yml,1
14,4,3,29.833333333333332,9,6,555,56,8,2,3136,128,0.07653061224489796,0,2156,11.200000000000001,1.4000000000000001,0.004464285714285714,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/cron.yml,1
17,5,3,35.72727272727273,9,8,808,72,9,2,3136,128,0.08609693877551021,0,2156,15.3,1.7000000000000002,0.005420918367346939,0.8500000000000001,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/cryptsetup-persistent_paths.yml,1
14,4,3,31.0,9,6,576,57,8,2,3136,128,0.07653061224489796,0,2156,11.200000000000001,1.4000000000000001,0.004464285714285714,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/cryptsetup-plain.yml,1
8,2,3,32.9,1,2,339,33,5,1,3136,1375,0.04783163265306122,0,909,4.0,0.8,0.002551020408163265,0.4,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/cryptsetup.yml,1
14,4,3,29.77777777777778,9,6,554,55,2,2,844,128,0.07109004739336493,0,716,2.8000000000000003,1.4000000000000001,0.016587677725118485,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/debconf.yml,0
14,4,3,32.27777777777778,9,6,599,60,8,2,3136,128,0.07653061224489796,0,2156,11.200000000000001,1.4000000000000001,0.004464285714285714,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/debops_fact.yml,1
14,4,3,30.22222222222222,9,6,562,56,8,2,2976,128,0.08064516129032258,0,2156,11.200000000000001,1.4000000000000001,0.004704301075268817,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/debops_legacy.yml,1
14,4,3,30.555555555555557,9,6,568,55,7,2,2792,128,0.07521489971346705,0,2156,9.8,1.4000000000000001,0.00501432664756447,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/dhcp_probe.yml,1
23,6,4,31.06896551724138,9,10,930,90,11,3,3136,128,0.10522959183673469,0,1988,25.3,2.3000000000000003,0.007334183673469388,1.1500000000000001,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/dhcpd.yml,1
14,4,3,29.944444444444443,9,6,557,56,2,2,2121,128,0.028288543140028287,0,1992,2.8000000000000003,1.4000000000000001,0.006600660066006601,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/dhcrelay.yml,0
17,5,4,31.0,9,7,704,71,10,2,3136,128,0.09566326530612244,0,1456,17.0,1.7,0.005420918367346939,0.85,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/dhparam.yml,1
36,10,4,31.67391304347826,9,18,1503,130,18,3,3136,128,0.17219387755102042,0,1434,64.8,3.5999999999999996,0.011479591836734694,1.7999999999999998,2,3,0,1,0.0,0,0,0,0,0,0,0,3,0,0,debops/debops,ansible,ansible/playbooks/service/dnsmasq-persistent_paths.yml,1
33,9,4,29.333333333333332,9,16,1274,115,17,3,3136,128,0.16262755102040816,0,1434,56.1,3.3000000000000003,0.010522959183673469,1.6500000000000001,2,2,0,1,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/dnsmasq-plain.yml,1
9,2,4,35.81818181818182,1,2,405,41,5,1,3136,1375,0.04783163265306122,0,909,4.5,0.9,0.0028698979591836736,0.45,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/dnsmasq.yml,1
14,4,3,30.555555555555557,9,6,568,55,10,2,3136,128,0.09566326530612244,0,2156,14.0,1.4,0.004464285714285714,0.7,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/docker_gen.yml,1
63,13,3,34.73684210526316,9,28,2716,217,21,3,2677,128,0.23533806499813223,0,1325,132.3,6.300000000000001,0.023533806499813223,3.1500000000000004,1,16,0,0,0.0,0,0,0,0,0,0,0,17,1,0,debops/debops,ansible,ansible/playbooks/service/docker_registry.yml,1
31,8,4,32.23076923076923,9,14,1296,115,17,3,2554,128,0.19968676585747844,0,1319,52.7,3.1,0.012137823022709476,1.55,1,4,0,0,0.0,0,0,0,0,0,0,0,4,0,0,debops/debops,ansible,ansible/playbooks/service/docker_server.yml,1
74,14,3,37.42045454545455,9,36,3382,274,5,1,45,45,3.3333333333333335,0,0,37.0,7.4,1.6444444444444444,3.7,4,9,0,3,0.0,0,0,0,0,0,0,0,9,5,0,debops/debops,ansible,ansible/playbooks/service/docker_service.yml,0
67,15,3,31.353658536585368,9,32,2653,225,29,4,3136,128,0.2774234693877551,0,1434,194.3,6.7,0.021364795918367346,3.35,3,15,0,2,0.0,0,0,0,0,0,0,0,15,0,0,debops/debops,ansible,ansible/playbooks/service/dokuwiki.yml,1
63,13,4,31.36842105263158,9,34,2460,207,23,5,3136,128,0.22002551020408165,0,1434,144.9,6.3,0.020089285714285716,3.15,3,10,0,2,0.0,0,0,0,0,0,0,0,10,0,0,debops/debops,ansible,ansible/playbooks/service/dovecot.yml,1
14,4,3,33.22222222222222,9,6,616,59,2,2,1446,128,0.04149377593360996,0,1317,2.8000000000000003,1.4000000000000001,0.009681881051175657,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/dropbear_initramfs.yml,0
22,6,3,32.642857142857146,9,10,942,83,12,3,3136,128,0.11479591836734694,0,2156,26.400000000000002,2.2,0.00701530612244898,1.1,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/elastic_co.yml,1
48,12,5,33.733333333333334,9,21,2084,165,24,4,3136,128,0.22959183673469388,0,1434,115.2,4.8,0.015306122448979591,2.4,2,5,0,1,0.0,0,0,0,0,0,0,0,5,0,0,debops/debops,ansible,ansible/playbooks/service/elasticsearch.yml,1
14,4,3,31.88888888888889,9,6,592,57,8,2,3136,128,0.07653061224489796,0,2156,11.200000000000001,1.4000000000000001,0.004464285714285714,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/environment.yml,1
24,7,3,28.677419354838708,9,12,920,84,12,2,3136,128,0.11479591836734694,0,1434,28.8,2.4,0.007653061224489796,1.2,2,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/etc_aliases.yml,1
15,4,4,33.473684210526315,9,6,655,63,9,2,3136,128,0.08609693877551021,0,2156,13.5,1.5,0.0047831632653061226,0.75,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/etc_services.yml,1
19,5,4,34.791666666666664,9,8,859,80,9,3,3004,128,0.08988015978695073,0,1894,17.1,1.9000000000000001,0.0063249001331557924,0.9500000000000001,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/etckeeper.yml,1
54,12,3,33.166666666666664,9,24,2255,188,7,4,2325,128,0.09032258064516129,0,1434,37.800000000000004,5.4,0.023225806451612905,2.7,1,13,0,0,0.0,0,0,0,0,0,0,0,13,0,0,debops/debops,ansible,ansible/playbooks/service/etesync.yml,1
75,15,5,38.6,9,32,3564,304,30,5,3136,128,0.2869897959183674,0,1456,225.0,7.5,0.02391581632653061,3.75,1,15,0,0,0.0,0,1,0,0,0,0,0,21,2,0,debops/debops,ansible,ansible/playbooks/service/etherpad.yml,1
14,4,3,29.666666666666668,9,6,552,56,2,2,1947,128,0.03081664098613251,0,1818,2.8000000000000003,1.4000000000000001,0.007190549563430919,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/extrepo.yml,0
14,4,3,29.444444444444443,9,6,548,55,10,2,3136,128,0.09566326530612244,0,2156,14.0,1.4,0.004464285714285714,0.7,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/fail2ban.yml,1
14,4,3,29.5,9,6,549,55,10,2,3136,128,0.09566326530612244,0,2156,14.0,1.4,0.004464285714285714,0.7,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/fcgiwrap.yml,1
16,4,5,33.65,9,6,693,71,9,3,3136,128,0.08609693877551021,0,2156,14.4,1.6,0.00510204081632653,0.8,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/ferm.yml,1
14,4,3,30.61111111111111,9,6,569,57,2,2,2187,128,0.027434842249657063,0,2059,2.8000000000000003,1.4000000000000001,0.006401463191586648,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/fhs.yml,0
18,5,3,30.52173913043478,9,8,725,69,3,2,2139,128,0.04207573632538569,0,1747,5.4,1.8,0.008415147265077139,0.9,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/filebeat.yml,0
24,7,3,29.0,9,11,930,89,10,2,2800,128,0.10714285714285715,0,1456,24.0,2.4,0.008571428571428572,1.2,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/freeradius.yml,1
44,12,3,30.625,9,21,1771,153,49,5,3136,128,0.46875,0,1170,215.60000000000002,4.4,0.01403061224489796,2.2,1,8,0,0,0.0,0,0,0,0,0,0,0,8,0,0,debops/debops,ansible,ansible/playbooks/service/gitlab.yml,1
18,5,3,32.130434782608695,9,8,762,70,11,2,3136,128,0.10522959183673469,0,2156,19.8,1.8,0.005739795918367347,0.9,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/gitlab_runner.yml,1
18,6,3,30.375,9,8,753,73,12,2,3136,128,0.11479591836734694,0,2156,21.6,1.8,0.005739795918367347,0.9,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/gitusers.yml,1
24,6,4,34.333333333333336,9,11,1060,93,13,2,3136,128,0.12436224489795919,0,2156,31.200000000000003,2.4000000000000004,0.007653061224489796,1.2000000000000002,1,3,0,0,0.0,0,0,0,0,0,0,0,3,0,0,debops/debops,ansible,ansible/playbooks/service/golang.yml,1
16,4,5,31.6,9,6,653,68,10,2,3136,128,0.09566326530612244,0,2156,16.0,1.6,0.00510204081632653,0.8,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/grub.yml,1
26,7,3,30.757575757575758,9,12,1048,96,15,4,3136,128,0.1434948979591837,0,1434,39.0,2.6,0.008290816326530613,1.3,1,3,0,0,0.0,0,0,0,0,0,0,0,3,0,0,debops/debops,ansible,ansible/playbooks/service/gunicorn.yml,1
18,5,3,31.608695652173914,9,8,750,69,10,2,3136,128,0.09566326530612244,0,2156,18.0,1.8,0.005739795918367347,0.9,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/hashicorp.yml,1
18,5,3,30.565217391304348,9,8,726,69,12,2,3136,128,0.11479591836734694,0,2156,21.6,1.8,0.005739795918367347,0.9,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/hwraid.yml,1
39,11,3,30.5,9,20,1575,138,20,5,2895,128,0.20725388601036268,0,1434,78.0,3.9,0.013471502590673576,1.95,2,4,0,1,0.0,0,0,0,0,0,0,0,5,0,0,debops/debops,ansible,ansible/playbooks/service/icinga.yml,1
25,6,4,37.903225806451616,9,14,1206,102,10,4,2895,128,0.10362694300518134,0,1107,25.0,2.5,0.008635578583765112,1.25,1,4,0,0,0.0,0,1,0,0,0,0,0,4,2,0,debops/debops,ansible,ansible/playbooks/service/icinga_db.yml,1
100,17,3,37.717948717948715,9,43,4530,356,36,7,2895,128,0.37305699481865284,0,1048,360.0,10.0,0.03454231433506045,5.0,3,21,0,2,0.0,0,1,0,0,0,0,0,24,2,0,debops/debops,ansible,ansible/playbooks/service/icinga_web.yml,1
42,11,4,30.660377358490567,9,21,1678,150,23,3,3136,128,0.22002551020408165,0,1434,96.60000000000001,4.2,0.013392857142857142,2.1,2,5,0,1,0.0,0,0,0,0,0,0,0,5,0,0,debops/debops,ansible,ansible/playbooks/service/ifupdown.yml,1
22,6,3,30.178571428571427,9,10,874,82,2,2,1581,128,0.03795066413662239,0,1452,4.4,2.2,0.013915243516761544,1.1,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/imapproxy.yml,0
19,5,4,32.708333333333336,9,8,810,77,4,3,2301,128,0.05215123859191655,0,2156,7.6000000000000005,1.9000000000000001,0.008257279443720122,0.9500000000000001,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/influxdata.yml,1
22,5,5,35.22222222222222,9,9,978,91,5,3,2289,128,0.0655307994757536,0,1450,11.0,2.2,0.009611183923110528,1.1,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/influxdb.yml,0
47,11,3,32.775862068965516,9,22,1959,161,1,1,610,610,0.049180327868852465,0,0,4.7,4.7,0.07704918032786885,2.35,1,10,0,0,0.0,0,0,0,0,0,0,0,10,0,0,debops/debops,ansible,ansible/playbooks/service/influxdb2.yml,0
38,9,5,35.702127659574465,9,17,1725,144,9,3,2289,128,0.1179554390563565,0,1450,34.2,3.8000000000000003,0.016601135867190912,1.9000000000000001,1,6,0,0,0.0,0,0,0,0,0,0,0,6,0,0,debops/debops,ansible,ansible/playbooks/service/influxdb_server.yml,1
14,4,3,29.555555555555557,9,6,550,56,10,2,3136,128,0.09566326530612244,0,2156,14.0,1.4,0.004464285714285714,0.7,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/ipxe.yml,1
19,6,3,31.24,9,9,806,75,12,2,3136,128,0.11479591836734694,0,2156,22.8,1.9000000000000001,0.006058673469387755,0.9500000000000001,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/iscsi.yml,1
15,4,4,30.842105263157894,9,6,605,62,11,3,3136,128,0.10522959183673469,0,1434,16.5,1.5,0.0047831632653061226,0.75,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/java.yml,1
14,4,3,30.944444444444443,9,6,575,57,4,2,2311,128,0.05192557334487235,0,2156,5.6000000000000005,1.4000000000000001,0.006057983556901774,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/journald.yml,1
22,6,3,30.142857142857142,9,10,872,82,2,2,1601,128,0.037476577139287946,0,1472,4.4,2.2,0.013741411617738912,1.1,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/keepalived.yml,0
14,4,3,30.555555555555557,9,6,568,58,7,2,2528,128,0.08306962025316456,0,2156,9.8,1.4000000000000001,0.005537974683544304,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/keyring.yml,1
56,14,3,31.285714285714285,9,28,2260,190,24,4,3136,128,0.22959183673469388,0,1434,134.4,5.6000000000000005,0.017857142857142856,2.8000000000000003,2,10,0,1,0.0,0,0,0,0,0,0,0,10,0,0,debops/debops,ansible,ansible/playbooks/service/kibana.yml,1
21,5,4,31.884615384615383,9,9,855,81,10,2,3005,128,0.09983361064891846,0,2156,21.0,2.1,0.006988352745424293,1.05,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/kmod.yml,1
20,5,3,31.6,9,9,815,76,8,2,2628,128,0.09132420091324202,0,2156,16.0,2.0,0.0076103500761035,1.0,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/ldap.yml,1
71,15,3,33.19767441860465,9,32,2941,244,30,5,3136,128,0.2869897959183674,0,1434,213.0,7.1,0.02264030612244898,3.55,3,19,0,2,0.0,0,0,0,0,0,0,0,19,0,0,debops/debops,ansible,ansible/playbooks/service/librenms.yml,1
15,4,4,32.89473684210526,9,6,644,65,7,3,2397,128,0.08760951188986232,0,2156,10.5,1.5,0.006257822277847309,0.75,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/libuser.yml,1
21,5,4,32.0,9,9,858,80,12,3,3136,128,0.11479591836734694,0,2156,25.200000000000003,2.1,0.006696428571428571,1.05,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/libvirt.yml,1
32,8,4,32.9,9,14,1356,121,19,5,3136,128,0.18176020408163265,0,1434,60.800000000000004,3.2,0.01020408163265306,1.6,1,5,0,0,0.0,0,0,0,0,0,0,0,5,0,0,debops/debops,ansible,ansible/playbooks/service/libvirtd.yml,1
18,5,3,31.0,9,8,736,71,10,3,3136,128,0.09566326530612244,0,2156,18.0,1.8,0.005739795918367347,0.9,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/libvirtd_qemu.yml,1
14,4,3,29.88888888888889,9,6,556,56,2,2,1728,128,0.034722222222222224,0,1599,2.8000000000000003,1.4000000000000001,0.008101851851851851,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/lldpd.yml,0
14,4,3,31.666666666666668,9,6,588,57,8,2,3105,128,0.07729468599033816,0,2156,11.200000000000001,1.4000000000000001,0.0045088566827697265,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/locales.yml,1
16,5,3,30.095238095238095,9,7,653,65,10,2,3136,128,0.09566326530612244,0,1456,16.0,1.6,0.00510204081632653,0.8,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/logrotate.yml,1
14,4,3,29.38888888888889,9,6,547,56,10,2,3136,128,0.09566326530612244,0,2156,14.0,1.4,0.004464285714285714,0.7,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/lvm.yml,1
47,12,12,33.05084745762712,9,18,2009,220,26,3,3136,128,0.24872448979591838,0,851,122.2,4.7,0.014987244897959183,2.35,3,5,0,0,0.0,0,0,0,0,0,0,0,5,0,0,debops/debops,ansible,ansible/playbooks/service/lxc.yml,1
67,17,11,33.11904761904762,9,28,2866,289,20,2,2369,128,0.2532714225411566,0,642,134.0,6.7,0.028281975517095822,3.35,3,12,0,0,0.0,0,0,0,0,0,0,0,12,0,0,debops/debops,ansible,ansible/playbooks/service/lxd.yml,1
14,4,3,30.833333333333332,9,6,573,57,8,2,3044,128,0.07884362680683311,0,2156,11.200000000000001,1.4000000000000001,0.0045992115637319315,0.7000000000000001,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,debops/debops,ansible,ansible/playbooks/service/machine.yml,1
68,14,4,32.41463414634146,9,33,2740,234,27,6,3136,128,0.2582908163265306,0,1325,183.60000000000002,6.800000000000001,0.021683673469387755,3.4000000000000004,2,14,0,1,0.0,0,0,0,0,0,0,0,16,1,0,debops/debops,ansible,ansible/playbooks/service/mailman.yml,1
24,6,3,32.1,9,11,993,88,15,3,3136,128,0.1434948979591837,0,2156,36.0,2.4,0.007653061224489796,1.2,1,3,0,0,0.0,0,0,0,0,0,0,0,3,0,0,debops/debops,ansible,ansible/playbooks/service/mariadb.yml,1
36,9,3,33.355555555555554,9,17,1546,126,20,5,3136,128,0.1913265306122449,0,1649,72.0,3.6,0.011479591836734694,1.8,1,6,0,0,0.0,0,0,0,0,0,0,0,6,0,0,debops/debops,ansible,ansible/playbooks/service/mariadb_server.yml,1
35,9,3,32.31818181818182,9,18,1466,126,14,2,2420,128,0.17355371900826444,0,850,49.0,3.5,0.014462809917355372,1.75,2,5,0,1,0.0,0,0,0,0,0,0,0,5,0,0,debops/debops,ansible,ansible/playbooks/service/mcli.yml,1
22,6,3,30.5,9,10,882,81,13,2,3136,128,0.12436224489795919,0,2156,28.6,2.2,0.00701530612244898,1.1,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/memcached.yml,1
18,5,3,31.130434782608695,9,8,739,69,2,2,1547,128,0.0387847446670976,0,1418,3.6,1.8,0.011635423400129283,0.9,1,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,debops/debops,ansible,ansible/playbooks/service/metricbeat.yml,0
22,6,3,30.535714285714285,9,10,883,82,2,2,1795,128,0.033426183844011144,0,1666,4.4,2.2,0.012256267409470752,1.1,1,2,0,0,0.0,0,0,0,0,0,0,0,2,0,0,debops/debops,ansible,ansible/playbooks/service/minidlna.yml,0
66,12,4,36.256410256410255,9,31,2906,222,5,3,1506,128,0.099601593625498,0,850,33.0,6.6,0.043824701195219126,3.3,1,19,0,0,0.0,0,0,0,0,0,0,0,19,0,0,debops/debops,ansible,ansible/playbooks/service/miniflux.yml,1
